"position_id","symbol","position_side","open_time","close_time","pnl","fee","funding_fee"
"42975442786934_150_ETH_USDT_PERP_S_50175578868","ETH_USDT_PERP","short","2025-08-22 01:47:10","2025-08-22 11:33:38","0.587700000000000000","-0.0988002300","0.0072488772"
"42975442786934_152_ETH_USDT_PERP_L_50214920387","ETH_USDT_PERP","long","2025-08-22 12:02:52","2025-08-22 13:41:22","0.342400000000000000","-0.0339740800","0.0000000000"
"42975442786934_151_ETH_USDT_PERP_L_50214895567","ETH_USDT_PERP","long","2025-08-22 12:02:40","2025-08-22 13:41:22","0.396300000000000000","-0.0424770600","0.0000000000"
"42975442786934_152_ETH_USDT_PERP_S_50225735045","ETH_USDT_PERP","short","2025-08-22 13:42:06","2025-08-22 13:57:47","0.171200000000000000","-0.0171924800","0.0000000000"
"42975442786934_151_ETH_USDT_PERP_S_50225694802","ETH_USDT_PERP","short","2025-08-22 13:41:56","2025-08-22 13:57:47","0.237750000000000000","-0.0257969500","0.0000000000"
"42975442786934_152_ETH_USDT_PERP_S_50228593048","ETH_USDT_PERP","short","2025-08-22 14:00:04","2025-08-22 16:08:12","-25.468150000000000000","-0.6161929950","0.0279440681"
"42975442786934_151_ETH_USDT_PERP_S_50228592635","ETH_USDT_PERP","short","2025-08-22 14:00:04","2025-08-22 16:08:12","-27.688400000000000000","-0.6854838100","0.0293412715"
"42975442786934_155_SAPIEN_USDT_PERP_L_39891312","SAPIEN_USDT_PERP","long","2025-08-22 22:20:17","2025-08-22 22:34:25","0.583840000000000000","-0.0461749800","0.0000000000"
"42975442786934_156_ETH_USDT_PERP_L_50293334552","ETH_USDT_PERP","long","2025-08-22 22:42:19","2025-08-24 13:48:49","0.674100000000000000","-0.3486255570","-0.0785020108"
"43117176788338_8725725261922305_ETH_USDT_PERP_L_50466608790","ETH_USDT_PERP","long","2025-08-24 22:55:01","2025-08-24 23:09:22","0.047310000000000000","-0.0906538450","0.0000000000"
"42975442786934_86_ETH_USDT_PERP_L_50233157180","ETH_USDT_PERP","long","2025-08-22 14:15:15","2025-08-25 00:45:03","2.006100000000000000","-0.1256995800","-0.0912593296"
"42975442786934_86_ETH_USDT_PERP_S_50579896927","ETH_USDT_PERP","short","2025-08-25 20:45:02","2025-08-26 02:00:04","-1.524300000000000000","-0.1317751500","-0.0009091310"
"42975442786934_86_ETH_USDT_PERP_S_50923660277","ETH_USDT_PERP","short","2025-08-29 08:30:04","2025-08-29 13:00:04","-1.344730000000000000","-0.1270688650","0.0000000000"
"42975442786934_86_ETH_USDT_PERP_S_51188420657","ETH_USDT_PERP","short","2025-09-01 21:45:03","2025-09-01 23:00:05","-1.337480000000000000","-0.1235130300","0.0000000000"
